Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
SIGNATURE,EQ,1121.7,-0.84,15761.08,2.44,27.26
GRAVITA,EQ,1734.9,0.05,12805.03,1.57,27.21
KEC,EQ,826.5,1.05,22001.43,3.3,27.17
CHALET,EQ,1015,-0.84,22185.91,2.64,27.06
HINDCOPPER,EQ,236.88,-1.22,22906.86,11.33,26.97
SILVERIETF,EQ,114.45,0.83,6956.61,23.49,26.88
ZAGGLE,EQ,403.75,2.37,5419.76,6.7,26.87
SHANKARA,EQ,1029,-8.53,2495.26,2.5,26.47
EMAMILTD,EQ,611.4,-1.27,26687.61,4.29,26.43
VENKEYS,EQ,1507,1.83,2122.96,1.75,26.41
AFFLE,EQ,1947.1,0.51,27384.06,1.35,26.16
SURAJEST,EQ,318.05,-4.56,1519.43,7.79,26.07
APOLLOTYRE,EQ,465.9,0.26,29589.35,5.63,26.06
VINCOFE,EQ,153.5,-2.17,1996.78,16.65,26.04
DEVYANI,EQ,170.2,-2.25,20967.57,15.03,25.89
CARBORUNIV,EQ,929,-1.75,17690.61,2.78,25.84
STARHEALTH,EQ,442.4,0.5,26010.67,5.84,25.8
SAKSOFT,EQ,218.5,3.15,2896.24,11.74,25.78
ENDURANCE,EQ,2832.6,-1.18,39844.16,0.9,25.66
EPACK,EQ,385.15,2.07,3696.2,6.66,25.61
ROSSTECH,EQ,685,2.04,2582.21,3.65,25.37
AARTIPHARM,EQ,865,0.84,7839.89,2.94,25.32
GOODLUCK,EQ,1125.9,2.22,3742.32,2.23,25.18
SBFC,EQ,113.82,0.2,12397.59,22.09,25.16
WABAG,EQ,1589,-1.81,9886.07,1.57,25.13
NH,EQ,1818,-1.62,37152.79,1.38,25.09
FIVESTAR,EQ,588,0.67,17313.59,4.3,25.09
JAICORPLTD,EQ,128.9,-2.9,2262.26,19.05,25.06
SBICARD,EQ,820.1,-0.62,78034.79,3.03,25.01
LXCHEM,EQ,212.03,-1,5876.37,11.59,24.67
GSPL,EQ,303.75,-0.43,17137.92,8.05,24.65
CHENNPETRO,EQ,658.2,-0.81,9801.35,3.72,24.56
ICICIPRULI,EQ,626.15,-0.48,90580.93,3.91,24.46
ENGINERSIN,EQ,191.5,-1.91,10763.11,12.61,24.31
PIIND,EQ,3876,0.16,58805.94,0.61,23.51
KPIGREEN,EQ,520.5,0.64,10271.6,4.5,23.32
ABSLAMC,EQ,884,-0.1,25515.71,2.62,23.28
HSCL,EQ,467.95,-2.16,23109.69,4.89,23.13
GENUSPOWER,EQ,357.85,-0.01,10876.07,6.43,23.12
GILLETTE,EQ,10343,-0.77,33702.89,0.22,23.06
ACMESOLAR,EQ,290.1,0.94,17553.6,7.93,23
UBL,EQ,1875.1,-0.94,49578.61,1.22,22.97
WEL,EQ,141,-10.2,1889.51,15.48,22.94
JUBLCPL,EQ,2828,3.48,4260.98,0.8,22.92
RAYMOND,EQ,625,-1.26,4160.86,3.68,22.91
NATCOPHARM,EQ,883.95,0.31,15832.42,2.59,22.9
PSUBNKBEES,EQ,77.95,-1.17,3005.76,28.98,22.71
ASAHIINDIA,EQ,879.1,2.23,21370.04,2.58,22.68
NAVNETEDUL,EQ,155.8,0.08,3524.4,14.56,22.6
ABBOTINDIA,EQ,31850,-2.41,67679.03,0.07,22.45
EPL,EQ,237.2,-0.06,7592.56,9.35,22.42
TIMKEN,EQ,2990.2,0.36,22491.91,0.74,22.32
NAVINFLUOR,EQ,5030,0.8,25753.99,0.44,22.25
SKIPPER,EQ,539.5,-1.6,6090.13,4.07,22.15
SKYGOLD,EQ,309,-1.25,4532.99,7.14,21.9
RICOAUTO,EQ,92.38,-2.31,1249.76,23.3,21.65
ASHAPURMIN,EQ,487.65,-3.08,4658.33,4.39,21.64
PEL,EQ,1164.3,0.01,26392.08,1.86,21.59
FIRSTCRY,EQ,383.4,-1.46,20006.76,5.57,21.48
BAJAJHFL,EQ,113.04,0.02,94188.71,18.93,21.38
ELLEN,EQ,525.3,2.25,7403.35,4.07,21.33
LTGILTBEES,EQ,28.61,-0.07,2907.54,73.99,21.16
IGCL,EQ,115.5,5.77,730.24,18.21,20.91
FLUOROCHEM,EQ,3415,0.77,37513.78,0.61,20.83
DPWIRES,EQ,247.6,1.65,383.79,8.03,20.82
GMRP&UI,EQ,118.86,1.69,8496.54,17.38,20.65
PARTH,ST,269.65,4.98,368.56,7.77,20.59
SANGHVIMOV,EQ,337.45,-2.95,2921.51,5.99,20.54
YATHARTH,EQ,721,0.99,6947.15,2.85,20.42
JBMA,EQ,637.6,0.67,15078.87,3.18,20.36
M&MFIN,EQ,262.45,0.65,36479.79,7.73,20.34
NIACL,EQ,196,-1.45,32300.8,10.36,20.32
WEBELSOLAR,EQ,1322,0.59,5579.68,1.53,20.32
PRIVISCL,EQ,2415,-0.07,9433.64,0.83,20.3
BATAINDIA,EQ,1105.7,-1.15,14211.29,1.83,20.22
TAJGVK,EQ,438.75,-1.48,2751.03,4.55,20.18
MASTEK,EQ,2491,-0.19,7709.56,0.81,20.13
SHAKTIPUMP,EQ,849,-0.4,10476.49,2.36,20.12
TATATECH,EQ,683.6,-0.43,27731.5,2.92,20
GOKEX,EQ,754.6,-4.02,5525.81,2.61,19.9
AFCONS,EQ,431.6,0.89,15873.58,4.61,19.87
FSL,EQ,368.55,-0.73,25687.6,5.34,19.84
RELIGARE,EQ,250.8,0.2,8292.79,7.87,19.74
NEWGEN,EQ,866.45,-0.53,12275.76,2.27,19.73
MTNL,EQ,45.66,-0.48,1258.49,42.41,19.73
GARUDA,EQ,192.19,-1.87,1788.17,10.1,19.7
SIRCA,EQ,458.2,0.89,2511.34,4.26,19.7
CGCL,EQ,187.6,-0.16,18040.27,10.39,19.58
ASHOKA,EQ,182.18,-0.5,5114.22,10.6,19.53
HERANBA,EQ,370.05,7.28,1480.7,5.3,19.36
EIDPARRY,EQ,1176,0.48,20908.82,1.64,19.33
EKC,EQ,144.35,1.02,1619.72,13.15,19.12
CYIENT,EQ,1231.2,-0.23,13676.79,1.55,19.01
JSFB,EQ,495.1,2.01,5208.54,3.84,18.9
ABLBL,EQ,142.87,2.55,17434.35,13.26,18.88
TATACHEM,EQ,937,-0.34,23870.66,2.01,18.86
BLUEJET,EQ,775.9,0.67,13459.18,2.42,18.8
MTARTECH,EQ,1520.4,0.67,4676.69,1.24,18.79
KIRLOSENG,EQ,954,0.76,13857.3,1.96,18.7
WELCORP,EQ,889.2,-0.66,23439.93,2.09,18.69
RTNPOWER,EQ,12.23,-1.29,6567.64,150.32,18.46
EMBDL,EQ,99.78,0.28,13628.44,18.53,18.44
KANSAINER,EQ,232.4,-2.41,18789.6,7.83,18.41
THOMASCOOK,EQ,172,-1.08,8090.55,10.65,18.4
CHOLAHLDNG,EQ,1859,-1.42,34907.83,0.98,18.22
MAHABANK,EQ,54.73,-0.96,42095.79,33.12,18.22
ITBEES,EQ,38.72,-0.74,2628.77,46.96,18.22
ATGL,EQ,618.15,0.03,67984.76,2.94,18.2
RAIN,EQ,148.34,-1.75,4989.35,12.11,18.18
GUJAPOLLO,EQ,499.5,3.13,589.41,3.58,18.11
ZUARI,EQ,378,-0.11,1589.79,4.74,18.06
SENCO,EQ,380.9,-1.09,6236.03,4.71,17.94
63MOONS,EQ,962,-1.88,4432.76,1.84,17.9
PGIL,EQ,1355.3,-0.44,6227.83,1.31,17.78
KPRMILL,EQ,1028.1,0.72,35141.9,1.74,17.77
CENTRALBK,EQ,35.89,-1.32,32485.48,48.77,17.56
RISHABH,EQ,428.05,-0.23,1644.12,4.05,17.51
SPMLINFRA,EQ,277.1,-1.44,1986.52,6.28,17.44
ONESOURCE,EQ,1846,0.27,21130.43,0.92,17.04
SOUTHBANK,EQ,29.87,0.34,7815.57,57,17.03
PRAJIND,EQ,407.5,-1.28,7490.38,4.15,16.99
PETRONET,EQ,277.15,-0.38,41572.5,6.08,16.9
GODIGIT,EQ,368,-1.17,33977.33,4.56,16.82
INFOBEAN,EQ,680,5.87,1662.97,2.43,16.8
CCL,EQ,878,-2.8,11723.75,1.89,16.71
APTUS,EQ,346.95,-2.34,17360.38,4.77,16.67
MSUMI,EQ,41.5,-2.88,27521.4,39.5,16.63
UCOBANK,EQ,28.92,-1.06,36264.4,57.4,16.61
SUNTECK,EQ,389.4,-1.19,5704.28,4.21,16.6
CSBBANK,EQ,405,-2.55,7026.18,4.1,16.57
AGI,EQ,938,-0.07,6068.61,1.74,16.51
TRAVELFOOD,EQ,1220,-0.96,16064.9,1.34,16.33
INDIASHLTR,EQ,910.65,-0.82,9849.31,1.8,16.23
DIACABS,EQ,146.35,-0.48,7712.22,10.98,16.19
ZENSARTECH,EQ,792.05,-2.14,17997.16,2.02,16.14
AARTIIND,EQ,382.2,0.08,13856.79,4.2,16.09
STYRENIX,EQ,2596,-0.22,4565.23,0.62,16.08
KPIL,EQ,1300,0.37,22200.43,1.23,16.01
ECLERX,EQ,3915,-2.06,18655.12,0.4,15.87
IGIL,EQ,350.45,-1.03,15145.04,4.46,15.79
LLOYDSENT,EQ,71.7,-3.4,9121.15,21.72,15.78
SBC,EQ,18.9,0.53,900,82.79,15.78
HDFCGOLD,EQ,85.24,0,10060.56,18.47,15.74
POLYPLEX,EQ,1019.8,-3.14,3201.4,1.54,15.71
SOBHA,EQ,1480,-2.57,15824.79,1.05,15.66
DYCL,EQ,455.3,-1.75,2206.32,3.41,15.65
NPST,EQ,2350,9.59,4556.63,0.69,15.6
MBAPL,EQ,444,1.22,3890.64,3.48,15.57
STLTECH,EQ,131,-0.92,6392.2,11.92,15.54
KIRLOSBROS,EQ,1944.8,-2.13,15443.45,0.79,15.53
JSWINFRA,EQ,305.3,-1.12,64113.05,5.05,15.52
GNFC,EQ,531,-0.29,7802.55,2.9,15.48
IOB,EQ,37.95,-1.22,73078.76,40.35,15.46
ABDL,EQ,523,-0.35,14628.84,2.94,15.44
ARIHANTCAP,EQ,112,4.44,1166.06,13.93,15.43
JKLAKSHMI,EQ,925,-1.6,10884.48,1.65,15.36
CEATLTD,EQ,3187.8,0.17,12894.68,0.48,15.34
BALRAMCHIN,EQ,581.9,-0.44,11739.79,2.61,15.32
LLOYDSENGG,EQ,68.98,-1.63,8037.58,22.03,15.28
JINDALSAW,EQ,203.14,-0.97,12990.97,7.44,15.16
VENTIVE,EQ,751.5,0.45,17550.65,1.99,15.12
JUBLPHARMA,EQ,1081.3,1.36,17223.07,1.4,15.1
HIRECT,EQ,1651,-2.32,2746.24,0.9,15.03
NETWORK18,EQ,56.2,-0.09,8666.04,26.67,15.03
SHARDACROP,EQ,961,-0.76,8670.19,1.56,14.96
RKFORGE,EQ,575,-0.32,10409.26,2.6,14.95
NXST,RR,150.95,0.49,22868.92,9.91,14.92
VISHNU,EQ,517,2.46,3480.2,2.9,14.91
REPCOHOME,EQ,367.3,-0.61,2297.88,4,14.79
CASTROLIND,EQ,206.48,-1.05,20422.21,7.1,14.67
RHIM,EQ,485.5,-2.8,10025.64,2.99,14.63
RAYMONDLSL,EQ,1155,-2.61,7036.68,1.25,14.59
MASTERTR,EQ,152.22,0.86,1708.91,9.53,14.44
KSCL,EQ,1165,1.19,5992.65,1.25,14.42
ASTEC,EQ,908,10.82,2023.17,1.62,14.36
TANLA,EQ,623.85,-0.82,8273.33,2.29,14.31
INDIAMART,EQ,2671,0.42,16034.59,0.54,14.31
VSTTILLERS,EQ,5303.5,-0.25,4584,0.27,14.31
KALAMANDIR,EQ,186,0.94,2852.61,7.7,14.28
IKIO,EQ,227.3,-0.84,1756.59,6.11,14.2
PFIZER,EQ,5641.5,-0.69,25808.58,0.25,14.13
KIMS,EQ,739,-0.96,29570.27,1.88,13.98
GRWRHITECH,EQ,2990,-0.54,6946.49,0.46,13.98
JSLL,EQ,722,0.64,8974.51,1.92,13.9
BECTORFOOD,EQ,1373,-0.2,8429.96,1.01,13.86
ANANDRATHI,EQ,2815,0.13,23370.31,0.49,13.85
RRKABEL,EQ,1215,0.41,13739.98,1.13,13.81
BORORENEW,EQ,566.6,0.98,7538.65,2.43,13.74
SHYAMMETL,EQ,940,-0.95,26238.39,1.45,13.69
AWFIS,EQ,577.3,0.49,4115.83,2.39,13.64
NIVABUPA,EQ,85.15,-0.42,15716.24,15.9,13.64
BSOFT,EQ,375.9,-1.39,10450.13,3.6,13.6
MINDACORP,EQ,507.6,1.51,12135.67,2.69,13.57
DEEPAKNTR,EQ,1806,-0.27,24632.58,0.75,13.54
UJJIVANSFB,EQ,43.65,-0.39,8449.06,30.9,13.49
BGRENERGY,EQ,172.7,5,1246.23,7.83,13.48
AJANTPHARM,EQ,2637.5,-0.72,32951.77,0.51,13.45
CIGNITITEC,EQ,1643.3,1.11,4502.14,0.82,13.44
AZAD,EQ,1606,-0.16,10371.83,0.84,13.4
KRISHANA,EQ,602.8,1.58,3726.97,2.24,13.4
NIFTYIETF,EQ,279.45,-0.76,31766.97,4.75,13.29
PTC,EQ,187.9,-1.89,5562,7.03,13.26
THYROCARE,EQ,1267,-5.45,6714.4,1.02,13.26
NACLIND,BE,283.85,4.99,5711.15,4.64,13.16
SYNGENE,EQ,669.15,0.2,26962.69,1.97,13.16
KAMATHOTEL,EQ,305,2.12,899.14,4.31,13.15
GLOBUSSPR,EQ,1240.1,2.22,3592.04,1.06,13.14
GOLD1,EQ,83.22,0.02,6866.12,15.58,12.97
IPL,EQ,225.35,-1.84,2595.21,5.69,12.9
HAPPSTMNDS,EQ,590.95,-1.05,8998.68,2.17,12.87
EMUDHRA,EQ,746,-0.49,6177.75,1.72,12.79
JUNIORBEES,EQ,724.96,-0.65,6551.26,1.76,12.78
POWERMECH,EQ,3210,0.48,10148.83,0.4,12.76
SCHAEFFLER,EQ,3958.1,-1.43,61866.56,0.32,12.72
EPIGRAL,EQ,1844.2,-2.6,7956.13,0.68,12.7
AVL,EQ,502.85,-2.18,6469.82,2.5,12.65
INDGN,EQ,573.3,0.08,13763.19,2.2,12.6
SETFGOLD,EQ,85.17,0.01,9238.63,14.76,12.56
LOTUSEYE,EQ,99.65,10.85,207.24,12.67,12.56
CCCL,EQ,17.88,20,798.81,83.08,12.55
PROSTARM,EQ,204.6,-1.53,1204.57,6.04,12.43
PGHH,EQ,13303,-0.74,43182.52,0.09,12.34
LATENTVIEW,EQ,420.2,-1.43,8681.38,2.93,12.32
MARKSANS,EQ,180.15,-0.54,8163.74,6.83,12.32
JASH,EQ,545.45,2.98,3422.98,2.26,12.21
TARIL,EQ,499.05,-0.09,14979.78,2.44,12.21
PARKHOTELS,EQ,153.28,0.18,3270.6,7.96,12.2
MON100,EQ,201.69,-0.22,10183.02,6.06,12.17
BAYERCROP,EQ,5515,-1.42,27634.15,0.22,12.15
HDFCSILVER,EQ,110.29,0.88,1279.6,11.01,12.13
UTIAMC,EQ,1369,-0.57,17539.25,0.88,12.13
GODREJIND,EQ,1285,-0.05,43279.2,0.94,12.11
AWL,EQ,258.5,-0.58,33596.69,4.67,12.08
TIPSMUSIC,EQ,581.4,-1.33,7432.13,2.06,12.06
MCLOUD,EQ,83.75,-1.51,4894.31,14.24,11.96
GOLDIETF,EQ,85.38,0,8444.34,13.96,11.91
ALPEXSOLAR,SM,1316.9,0.64,3222.9,0.91,11.87
KMEW,EQ,1949.1,3.92,2105.22,0.61,11.82
3MINDIA,EQ,30655,-0.71,34533.07,0.04,11.82
MOREPENLAB,EQ,49.05,-0.39,2687.71,23.7,11.64
EMIL,EQ,130.45,-1,5019.05,8.85,11.6
WELSPUNLIV,EQ,118.68,-0.61,11383.22,9.74,11.6
LUMAXTECH,EQ,1132.2,-0.89,7716.82,1.01,11.53
INDIQUBE,EQ,227,2.07,4767.26,5.08,11.43
RMDRIP,EQ,733.5,0.78,1832.28,1.57,11.42
JKIL,EQ,651.4,-2.61,4928.85,1.73,11.33
IFCI,EQ,54.05,-1.3,14562.77,20.89,11.32
VESUVIUS,EQ,530,-1.35,10756.92,2.12,11.32
FUSION,EQ,167.25,3.13,2710.83,6.72,11.26
INDOFARM,EQ,226,-4.41,1085.97,4.91,11.24
EMBASSY,RR,391.85,0.49,37143.22,2.85,11.18
MOBIKWIK,EQ,228.69,-0.14,1787.26,4.87,11.16
LTTS,EQ,4276,-0.31,45316.59,0.26,11.12
GRAPHITE,EQ,537,-0.78,10491.67,2.06,11.06
ITI,EQ,295.85,-0.59,28427.84,3.72,11.05
DECCANCE,EQ,1052,-0.96,1473.59,1.04,11.01
GLAXO,EQ,2783.4,0.11,47152.48,0.39,10.99
KTKBANK,EQ,172.39,0.41,6516.2,6.38,10.98
SURYAROSNI,EQ,296.2,-0.99,6446.38,3.69,10.97
PENIND,EQ,258,-1.89,3481.61,4.22,10.93
WHIRLPOOL,EQ,1301,-1.15,16506.03,0.84,10.89
ESCORTS,EQ,3574,-0.05,39985.11,0.31,10.88
MGL,EQ,1325.5,-0.35,13092.99,0.82,10.88
TBOTEK,EQ,1444.5,-0.77,15685.51,0.74,10.77
TATAINVEST,EQ,6920,-0.49,35011.79,0.16,10.76
RAYMONDREL,EQ,638,-1.58,4247.4,1.67,10.68
THELEELA,EQ,420.35,-1.33,14037.92,2.53,10.67
MRPL,EQ,124.5,-1.68,21819.85,8.44,10.58
PRINCEPIPE,EQ,342.95,-0.72,3791.69,3.11,10.57
MANGCHEFER,EQ,354.55,-0.74,4201.95,2.95,10.51
GPPL,EQ,155.8,-0.62,7531.99,6.68,10.44
SEAMECLTD,EQ,915,5.4,2326.39,1.17,10.37
HITECH,EQ,86.85,-1.78,1763.99,11.87,10.36
J&KBANK,EQ,102.68,-1.4,11306.94,10,10.34
NESCO,EQ,1433,-0.66,10096.91,0.72,10.23
JUBLINGREA,EQ,716.05,0.39,11405.33,1.43,10.22
ZUARIIND,EQ,339.3,-2.5,1010.48,2.93,10.13
HDFCSML250,EQ,171.55,-0.05,1367.37,5.89,10.11
MAMATA,EQ,415.65,-0.68,1022.82,2.43,10.1
MIDHANI,EQ,391.5,-0.04,7334.36,2.55,10.03
KOLTEPATIL,EQ,422,2.95,3742.3,2.4,10.02
HERITGFOOD,EQ,471.5,-0.45,4375.33,2.11,10.01
AXISCADES,BE,1210.1,1.41,5142.64,0.83,10.01
MANORAMA,EQ,1412.2,0.91,8418.7,0.7,9.89
AURIONPRO,EQ,1357,-0.48,7492.48,0.72,9.86
HNGSNGBEES,EQ,453.75,2.11,1070.25,2.19,9.85
PARAGMILK,EQ,235.98,-1.92,2817.03,4.14,9.83
IMFA,EQ,866.9,1.81,4677.28,1.14,9.81
EQUITASBNK,EQ,54.88,-0.07,6260.57,17.86,9.79
DOLLAR,EQ,369,0.11,2092.82,2.65,9.75
EMCURE,EQ,1490,1.36,28236.74,0.65,9.74
ACI,EQ,672.05,-2.51,8294.96,1.43,9.73
TATVA,EQ,1110,1.46,2596.52,0.88,9.72
CAPACITE,EQ,300.95,1.47,2546.16,3.24,9.71
KINGFA,EQ,4490,1.01,5437.6,0.21,9.7
DEEPINDS,EQ,549,-2.57,3513.6,1.74,9.67
HILINFRA,BE,99.15,-5,711.11,9.6,9.6
RTNINDIA,EQ,52.63,-1.85,7274.88,17.96,9.5
HGINFRA,EQ,1003,-0.38,6536.66,0.94,9.46
BRIGADE,EQ,960.2,-0.76,23475.26,0.98,9.44
MSTCLTD,EQ,451,-3.44,3175.04,2.08,9.43
DBREALTY,EQ,174.6,-2.65,9414.51,5.31,9.42
FDC,EQ,474.15,-0.77,7719.64,1.98,9.42
FIEMIND,EQ,2066,0.95,5437.64,0.46,9.4
FINEORG,EQ,4776.5,-1.19,14644.74,0.2,9.38
ASTRAZEN,EQ,8432,0.48,21080,0.11,9.38
SETFNIF50,EQ,265.71,-0.68,71702.83,3.53,9.37
COHANCE,EQ,886,-1.34,33895.45,1.05,9.34
ORIENTHOT,EQ,139.52,0.47,2491.82,6.65,9.3
E2E,EQ,2349,0.77,4692.49,0.4,9.26
AXISGOLD,EQ,83.1,-0.06,2031.85,11.1,9.23
GRPLTD,EQ,2300,0.6,1226.67,0.4,9.19
CERA,EQ,6546.5,1.07,8443.38,0.14,9.19
WCIL,EQ,130,-1.91,1325.42,6.98,9.18
EVEREADY,EQ,433.05,-2.2,3147.72,2.09,9.13
IFGLEXPOR,EQ,265,2.28,1910.08,3.35,9.12
DPABHUSHAN,EQ,1588.8,-2.78,3626.9,0.57,9.06
ORIANA,ST,2384,0.98,4844.09,0.38,9.05
THANGAMAYL,EQ,2101.2,-1.25,6530.95,0.42,9.04
FLYSBS,ST,587.7,4.99,1016.94,1.54,8.93
VOLTAMP,EQ,8230,0.27,8326.39,0.11,8.82
KIRIINDUS,EQ,537.05,2.01,2987.55,1.65,8.82
DBL,EQ,467.75,-3.54,7598.36,1.83,8.71
TRIDENT,EQ,28.58,-0.17,14564.24,30.48,8.68
GANESHIN,SM,264,0.82,1127.84,3.26,8.67
PATELENG,EQ,39.04,-2.3,3296.44,21.99,8.67
GOLDETF,EQ,97,0,886.31,8.93,8.67
BRIGHOTEL,EQ,85.94,0.01,3264.37,9.95,8.66
RAMASTEEL,EQ,10.43,-2.43,1624.71,81.97,8.62
SDBL,EQ,139.99,-0.17,2712.67,6.1,8.57
AVANTIFEED,EQ,643,-0.63,8760.59,1.33,8.56
IIFLCAPS,EQ,322.15,-1.59,9991.01,2.63,8.54
MODEFENCE,EQ,84.91,0.33,640.65,10.03,8.53
SHAREINDIA,EQ,151.5,-3.58,3295,5.54,8.51
HARIOMPIPE,EQ,495,0.25,1532.88,1.72,8.47
AVALON,EQ,855.5,1.13,5699.96,0.99,8.45
NUVOCO,EQ,455.25,-2.37,16259.53,1.83,8.43
AIAENG,EQ,3081,-1.11,28752.01,0.27,8.4
V2RETAIL,EQ,1717.8,1.15,5941.76,0.49,8.37
INDIGRID,IV,159.5,0.19,13311.2,5.24,8.35
STOVEKRAFT,EQ,664.3,1.69,2197.94,1.25,8.31
BALUFORGE,BE,632,2.23,7084.21,1.32,8.31
LIQUIDETF,EQ,1000,0,496.78,0.83,8.3
DOMS,EQ,2475.3,-1.13,15022,0.33,8.29
IOLCP,EQ,96.93,-1.34,2845.16,8.5,8.27
ARVINDFASN,EQ,523,1.53,6980.4,1.59,8.27
VGUARD,EQ,372.4,0.05,16236.59,2.22,8.26
INFIBEAM,EQ,15.92,-0.93,4451.92,51.9,8.26
GODREJAGRO,EQ,745,-1.19,14328.48,1.1,8.24
FISCHER,EQ,1049,0.55,6802.93,0.79,8.24
AGIIL,EQ,1174.8,1.24,2870.44,0.7,8.21
JGCHEM,EQ,489,-2.54,1916.2,1.66,8.21
KAMOPAINTS,EQ,10.37,1.67,325.99,79.31,8.19
ORIENTCEM,EQ,237.6,-2.16,4881.73,3.43,8.19
SANDUMA,EQ,450,-1.47,7291.57,1.82,8.18
WELENT,EQ,470.95,0.05,6518.6,1.74,8.16
INDIAGLYCO,EQ,850.5,-0.8,5266.55,0.95,8.15
MANINDS,EQ,404.05,-1.07,2716.64,2,8.14
DIFFNKG,EQ,345,0.51,1291.21,2.32,8.1
ELECTCAST,EQ,103.6,-1.75,6404.39,7.79,8.09
STAR,EQ,864.8,-1.21,7971.1,0.93,8.03
BAJAJCON,EQ,226.81,-0.99,3108.49,3.52,8.01
KPEL,EQ,438,2.04,2930.53,1.84,7.97
JAIBALAJI,EQ,102,-3.03,9305.02,7.66,7.91
CMSINFO,EQ,440,-1.54,7236.79,1.78,7.89
RAMCOIND,EQ,306.45,0.69,2660.26,2.59,7.89
GESHIP,EQ,964.5,-1.6,13769.89,0.81,7.84
RACLGEAR,EQ,939.05,0.52,1106.96,0.84,7.84
SHREDIGCEM,EQ,94,-1.54,1389.97,8.15,7.83
JYOTICNC,EQ,956,-0.56,21741.65,0.82,7.81
CAMLINFINE,BE,214.25,5,4026.21,3.68,7.8
AEGISLOG,EQ,734,-0.96,25763.4,1.06,7.78
BIRLACORPN,EQ,1302.1,-0.56,10026.87,0.59,7.73
KSOLVES,EQ,331,2.19,784.87,2.31,7.66
HONDAPOWER,EQ,2909,-3.54,2950.62,0.26,7.66
AARTIDRUGS,EQ,484,2.76,4417.47,1.6,7.65
CRAFTSMAN,EQ,6805.5,-1.35,16234.92,0.11,7.65
PAKKA,EQ,159.6,-1.34,717.37,4.85,7.64
RAMKY,EQ,604.95,0.92,4186.12,1.26,7.61
PHARMABEES,EQ,22.83,0.26,979.2,33.35,7.61
KRT,RR,107.05,-0.01,47470.25,7.09,7.6
ANURAS,EQ,1132.3,-0.11,12447.53,0.67,7.59
ELGIEQUIP,EQ,500.05,-1.06,15847.04,1.5,7.58
ELECON,EQ,555.85,-1.46,12473.27,1.35,7.57
DCMSHRIRAM,EQ,1263.5,-0.01,19703.31,0.59,7.5
RIIL,EQ,903,-2.25,1363.53,0.82,7.45
SUNDARMHLD,EQ,499.9,-1.08,11102.97,1.47,7.36
RPSGVENT,EQ,917.85,-0.42,3036.84,0.81,7.36
KNRCON,EQ,199.1,-1.62,5599.38,3.65,7.31
AJAXENGG,EQ,676,-1.13,7733.9,1.08,7.31
GALLANTT,EQ,619.95,-1.29,14958.21,1.17,7.31
WENDT,EQ,10100,-1.6,2020,0.07,7.29
VINATIORGA,EQ,1684,-0.36,17457.29,0.43,7.26
DCBBANK,EQ,122.07,0.02,3839.58,5.93,7.25
TATAGOLD,EQ,9.7,0,906.11,74.39,7.21
LGHL,EQ,690,-1.58,1440.16,1.04,7.2
MAHEPC,EQ,175,-1.24,488.99,4.02,7.13
PRUDENT,EQ,2900.4,1.86,12009.59,0.25,7.12
AEROFLEX,EQ,182.85,-0.55,2364.62,3.9,7.11
CRISIL,EQ,5305,-1.77,38795.47,0.13,7.1
MAPMYINDIA,EQ,1732,-0.6,9477.79,0.41,7.05
HONAUT,EQ,38050,0.3,33642,0.02,7.02
CARYSIL,EQ,899,0.11,2556.99,0.78,7.02
LIQUIDPLUS,EQ,1047.19,0.04,293.51,0.66,6.95
MAHSCOOTER,EQ,15536,-0.97,17755.42,0.04,6.93
GUJTHEM,EQ,399.9,0.91,4357.52,1.74,6.92
BAJAJHIND,EQ,21.19,-0.98,2706.73,32.51,6.89
VIPIND,EQ,430,0.5,6106.85,1.61,6.89
HPL,EQ,490,-1.47,3150.72,1.39,6.88
GLOBECIVIL,EQ,80.38,-2.36,480.02,8.43,6.88
CAMPUS,EQ,263.9,-0.42,8060.98,2.57,6.82
MOIL,EQ,330.05,-0.03,6716.03,2.05,6.76
KAJARIACER,EQ,1271.1,-0.42,20245.1,0.53,6.75
PGINVIT,IV,91.31,0.08,8309.2,7.39,6.74
ZYDUSWELL,EQ,2000,-0.14,12726.43,0.34,6.71
NLCINDIA,EQ,234.46,-1.02,32511.08,2.85,6.7
ERIS,EQ,1769.9,1.04,24107.24,0.38,6.64
SUDARSCHEM,EQ,1433.8,0.31,11269.16,0.46,6.61
CANFINHOME,EQ,770,-1.55,10252.87,0.85,6.6
VINSYS,SM,382.1,2.4,560.84,1.74,6.57
SUNFLAG,EQ,292.85,-3.09,5277.73,2.22,6.55
CARERATING,EQ,1621.4,2,4862.67,0.41,6.54
BALMLAWRIE,EQ,224.44,-1.09,3838.01,2.9,6.53
REFEX,EQ,380,1.67,4912.66,1.73,6.52
GRINDWELL,EQ,1573.5,2.67,17421.79,0.41,6.48
BIKAJI,EQ,768.6,-1.24,19260.56,0.84,6.48
INDRAMEDCO,EQ,460,-2.01,4216.96,1.4,6.47
PRICOLLTD,EQ,447.5,0.66,5454.2,1.45,6.47
PAISALO,EQ,30.36,-0.85,2738.83,21.23,6.46
JKTYRE,EQ,326,-1.05,8933.05,1.97,6.44
DCW,EQ,79.54,0.01,2347.66,8.07,6.44
MID150BEES,EQ,222.82,0.62,2465.06,2.91,6.44
